age_group,gender,region,edu_level,employment,personal_income_usd,online_buy_freq,monthly_spend_usd,fav_product_types,brand_loyalty,sub_box_past,seek_features,purchase_pain,social_influence,app_usage,data_share_ok,push_notif_ok,sub_likelihood,budget_per_box,pay_freq_pref,refer_friend,value_personalized
1,Female,Africa,Bachelor,Student,6491,5,54.53,Haircare,1,Yes,"Cruelty-free, Vegan","Delivery issues, High prices",2,3,No,Yes,3,37.76,Pay-per-box,5,3
5,Male,Asia-Pacific,Bachelor,Full-time,47204,2,23.77,"Skincare, Men’s Grooming, Fragrance",3,No,"Premium/luxury, Sustainable packaging, Dermatologist-tested","High prices, Unsure of quality",3,2,Yes,Yes,3,14.55,Monthly,3,4
2,Female,Asia-Pacific,High school,Full-time,69102,4,30.73,Haircare,3,No,Cruelty-free,High prices,4,2,Yes,Yes,4,23.47,Pay-per-box,4,4
3,Male,Asia-Pacific,High school,Full-time,22539,4,56.93,Men’s Grooming,4,No,Dermatologist-tested,"Hard to match shades, Delivery issues, Allergies",2,1,No,Yes,4,24.87,Monthly,2,4
3,Male,LATAM,High school,Self-employed,15985,3,19.22,Men’s Grooming,5,No,"Dermatologist-tested, Sustainable packaging, Fragrance-free, Premium/luxury","High prices, Hard to match shades, Allergies",4,2,No,Yes,2,11.97,Monthly,3,3
3,Female,Asia-Pacific,Bachelor,Part-time,90414,5,72.48,"Make-up, Fragrance",4,Yes,"Dermatologist-tested, Vegan, Fragrance-free","High prices, Allergies, Hard to match shades",3,4,No,Yes,3,38.47,Monthly,5,4
4,Male,Asia-Pacific,High school,Self-employed,13668,5,46.19,Fragrance,4,No,"Cruelty-free, Fragrance-free, Vegan, Sustainable packaging","Hard to match shades, High prices",4,3,Yes,Yes,4,27.89,Monthly,1,4
5,Female,North America,High school,Unemployed / Other,24473,3,148.45,"Make-up, Fragrance",2,No,Vegan,Hard to match shades,4,2,Yes,No,2,75.32,Monthly,5,5
2,Female,MENA,Bachelor,Full-time,21686,5,60.07,"Make-up, Men’s Grooming",4,No,"Fragrance-free, Premium/luxury, Cruelty-free","Delivery issues, Hard to match shades, Too many options",3,4,Yes,Yes,4,37.64,Monthly,2,5
1,Male,Asia-Pacific,Master,Student,30209,5,77.0,Fragrance,3,No,"Cruelty-free, Premium/luxury, Dermatologist-tested","High prices, Unsure of quality, Too many options",3,2,Yes,Yes,4,41.33,Monthly,5,3
2,Female,Europe,<High school,Student,23730,5,45.2,"Skincare, Tools/Accessories, Fragrance",1,Yes,"Fragrance-free, Cruelty-free",Allergies,4,3,Yes,No,4,24.44,Pay-per-box,4,3
5,Female,North America,Bachelor,Unemployed / Other,18882,0,73.79,Make-up,5,No,"Fragrance-free, Sustainable packaging","Unsure of quality, Hard to match shades, Delivery issues",4,1,Yes,Yes,3,45.97,Monthly,4,2
5,Female,Europe,Bachelor,Unemployed / Other,15058,3,92.56,"Make-up, Men’s Grooming",3,Yes,"Dermatologist-tested, Sustainable packaging, Cruelty-free","Hard to match shades, Allergies",3,3,Yes,Yes,4,36.57,Monthly,2,2
3,Male,North America,Master,Student,18566,4,85.9,Haircare,2,No,"Vegan, Cruelty-free, Premium/luxury","Delivery issues, Hard to match shades, High prices",3,3,Yes,No,3,41.72,Pay-per-box,3,3
4,Female,North America,Master,Full-time,15976,4,137.01,Tools/Accessories,5,Yes,"Sustainable packaging, Dermatologist-tested","Unsure of quality, Delivery issues, Allergies",3,3,No,Yes,4,48.23,Quarterly,2,3
4,Female,Europe,<High school,Student,27071,5,39.2,"Tools/Accessories, Make-up",5,No,"Cruelty-free, Vegan, Fragrance-free, Sustainable packaging","Too many options, High prices, Delivery issues",4,4,No,Yes,3,15.36,Monthly,4,3
2,Male,Africa,High school,Full-time,14951,5,78.94,"Fragrance, Men’s Grooming",3,Yes,"Cruelty-free, Fragrance-free, Premium/luxury, Sustainable packaging","Hard to match shades, High prices",4,4,Yes,Yes,3,45.23,Monthly,4,3
5,Male,MENA,Master,Student,11479,2,27.98,"Tools/Accessories, Make-up",3,No,"Sustainable packaging, Fragrance-free, Dermatologist-tested","Unsure of quality, Hard to match shades",4,1,No,No,3,23.27,Quarterly,4,3
3,Female,North America,Bachelor,Unemployed / Other,206280,5,48.7,"Fragrance, Tools/Accessories",4,Yes,"Cruelty-free, Vegan, Fragrance-free","High prices, Hard to match shades, Allergies",3,4,No,Yes,3,20.62,Monthly,5,2
3,Female,North America,Bachelor,Full-time,17174,5,58.42,"Tools/Accessories, Make-up, Skincare",4,No,Fragrance-free,"High prices, Delivery issues, Too many options",3,3,Yes,Yes,4,30.69,Monthly,4,3
3,Female,Asia-Pacific,Bachelor,Student,11683,2,50.55,"Skincare, Fragrance",1,No,"Vegan, Dermatologist-tested, Cruelty-free","High prices, Too many options",2,1,Yes,Yes,2,37.43,Monthly,3,4
1,Female,Europe,Bachelor,Full-time,14174,5,56.51,Tools/Accessories,4,No,"Dermatologist-tested, Fragrance-free, Vegan, Cruelty-free","Unsure of quality, Delivery issues, Hard to match shades",4,3,Yes,Yes,4,27.73,Quarterly,3,3
2,Female,LATAM,Master,Full-time,20513,5,36.11,"Skincare, Haircare",5,Yes,"Vegan, Dermatologist-tested, Premium/luxury, Sustainable packaging",Delivery issues,3,4,Yes,Yes,4,22.95,Monthly,5,3
4,Male,Asia-Pacific,Doctorate+,Full-time,11037,4,55.66,Tools/Accessories,3,No,"Sustainable packaging, Dermatologist-tested, Fragrance-free, Cruelty-free","Delivery issues, Too many options, Allergies",3,2,Yes,No,4,25.26,Monthly,2,2
2,Female,Asia-Pacific,Master,Student,23399,5,59.11,"Tools/Accessories, Skincare",5,Yes,"Vegan, Sustainable packaging","Too many options, Allergies",4,4,Yes,Yes,4,38.62,Monthly,4,4
4,Female,Europe,High school,Unemployed / Other,15658,3,29.67,Skincare,5,No,Premium/luxury,High prices,4,2,Yes,Yes,3,22.6,Quarterly,1,5
2,Female,Asia-Pacific,Master,Unemployed / Other,46637,5,114.1,"Men’s Grooming, Skincare, Haircare",3,No,"Sustainable packaging, Cruelty-free","High prices, Delivery issues",4,3,Yes,Yes,4,43.91,Quarterly,3,2
3,Male,Europe,<High school,Full-time,28623,3,125.72,Fragrance,4,No,"Dermatologist-tested, Fragrance-free, Cruelty-free, Sustainable packaging",Too many options,4,2,Yes,Yes,3,68.65,Quarterly,4,4
3,Female,Africa,High school,Self-employed,18034,3,52.73,"Haircare, Tools/Accessories, Men’s Grooming",2,No,Vegan,"High prices, Delivery issues",4,1,Yes,Yes,3,23.34,Monthly,4,4
3,Non-binary / Other,Asia-Pacific,Master,Student,15175,3,17.44,"Make-up, Men’s Grooming, Tools/Accessories",4,No,"Sustainable packaging, Cruelty-free","Allergies, Too many options",3,2,Yes,Yes,3,9.7,Pay-per-box,4,4
4,Female,Europe,High school,Full-time,25080,3,49.49,"Tools/Accessories, Skincare",4,No,"Cruelty-free, Sustainable packaging, Vegan","Hard to match shades, Too many options",3,2,Yes,Yes,2,36.13,Monthly,4,5
3,Female,Europe,High school,Full-time,29923,4,91.75,"Men’s Grooming, Tools/Accessories, Haircare",2,Yes,"Premium/luxury, Fragrance-free, Dermatologist-tested, Vegan",Delivery issues,4,3,Yes,No,3,34.4,Monthly,3,5
3,Female,North America,High school,Full-time,21747,2,44.91,"Men’s Grooming, Make-up",4,No,"Premium/luxury, Fragrance-free, Cruelty-free","Hard to match shades, Delivery issues, Allergies",3,0,No,Yes,3,27.95,Pay-per-box,3,2
3,Female,Asia-Pacific,Master,Unemployed / Other,19760,5,56.58,Men’s Grooming,5,No,Dermatologist-tested,"High prices, Delivery issues, Allergies",4,4,Yes,Yes,4,35.13,Pay-per-box,4,4
4,Female,North America,Bachelor,Student,27214,4,75.24,"Make-up, Tools/Accessories, Men’s Grooming",3,Yes,"Sustainable packaging, Cruelty-free, Dermatologist-tested","Too many options, Delivery issues, High prices",2,3,Yes,Yes,3,38.02,Quarterly,4,4
5,Female,Asia-Pacific,Bachelor,Student,17914,2,144.18,Make-up,2,No,"Cruelty-free, Fragrance-free","Allergies, Unsure of quality",1,3,No,Yes,3,86.35,Pay-per-box,1,5
4,Female,Europe,High school,Full-time,22263,2,53.87,Make-up,1,No,Vegan,High prices,3,1,No,Yes,2,30.96,Monthly,4,5
2,Male,Asia-Pacific,Master,Student,6986,5,62.47,Skincare,4,Yes,"Fragrance-free, Cruelty-free, Premium/luxury, Dermatologist-tested","High prices, Allergies",3,3,Yes,Yes,4,36.18,Monthly,4,3
1,Female,LATAM,Master,Full-time,25089,5,107.17,"Skincare, Haircare, Make-up",5,Yes,"Vegan, Fragrance-free, Premium/luxury","Unsure of quality, Allergies, Delivery issues",2,4,Yes,Yes,4,57.32,Monthly,1,3
3,Male,Asia-Pacific,Bachelor,Full-time,25575,5,72.96,Men’s Grooming,5,Yes,"Dermatologist-tested, Premium/luxury, Sustainable packaging","Allergies, Hard to match shades",4,4,Yes,Yes,4,31.05,Monthly,4,5
3,Female,Asia-Pacific,Bachelor,Student,14962,5,126.42,"Men’s Grooming, Fragrance, Haircare",3,No,"Sustainable packaging, Dermatologist-tested, Vegan",Too many options,4,4,Yes,Yes,4,71.3,Quarterly,4,4
2,Female,North America,High school,Full-time,51226,5,41.19,"Skincare, Fragrance",4,No,"Dermatologist-tested, Premium/luxury, Cruelty-free, Vegan","Allergies, Too many options, Unsure of quality",4,3,Yes,Yes,3,23.78,Monthly,3,4
3,Female,North America,Doctorate+,Self-employed,115025,4,39.55,"Fragrance, Skincare, Tools/Accessories",3,Yes,"Vegan, Cruelty-free, Premium/luxury, Fragrance-free",Unsure of quality,3,3,Yes,No,3,18.94,Pay-per-box,4,4
3,Female,Asia-Pacific,Bachelor,Full-time,13120,4,37.03,"Haircare, Fragrance",2,No,"Sustainable packaging, Fragrance-free","Delivery issues, Unsure of quality, High prices",2,1,No,Yes,3,17.55,Monthly,4,2
3,Female,Europe,Master,Student,33805,5,88.7,"Tools/Accessories, Make-up",3,No,"Dermatologist-tested, Sustainable packaging, Fragrance-free, Premium/luxury",Delivery issues,3,4,Yes,Yes,3,64.1,Monthly,5,5
4,Female,Europe,Bachelor,Full-time,32252,3,59.55,Skincare,3,No,"Dermatologist-tested, Premium/luxury, Sustainable packaging, Cruelty-free",Hard to match shades,1,2,Yes,Yes,3,35.83,Monthly,4,5
2,Female,North America,Master,Part-time,24147,5,53.45,Fragrance,4,No,Fragrance-free,"High prices, Allergies, Too many options",4,3,Yes,No,4,32.14,Pay-per-box,3,4
2,Female,Europe,Master,Full-time,16022,5,68.96,"Men’s Grooming, Haircare, Tools/Accessories",5,No,"Premium/luxury, Vegan","Delivery issues, Hard to match shades",4,3,No,Yes,3,31.83,Quarterly,2,4
4,Female,North America,Bachelor,Full-time,33109,0,70.13,"Men’s Grooming, Haircare, Tools/Accessories",4,No,"Sustainable packaging, Premium/luxury, Cruelty-free","High prices, Unsure of quality, Too many options",4,0,Yes,Yes,2,42.19,Quarterly,5,4
3,Male,LATAM,Doctorate+,Unemployed / Other,19324,3,42.07,Fragrance,4,No,"Cruelty-free, Sustainable packaging","Hard to match shades, Too many options, Allergies",4,2,Yes,Yes,3,24.9,Quarterly,5,3
4,Male,North America,Bachelor,Full-time,34901,4,78.67,"Fragrance, Make-up, Haircare",2,Yes,"Fragrance-free, Dermatologist-tested, Cruelty-free, Sustainable packaging","Too many options, Allergies, Delivery issues",2,3,Yes,Yes,4,26.79,Quarterly,2,2
3,Male,Asia-Pacific,High school,Self-employed,8497,5,49.03,"Make-up, Haircare",5,Yes,"Vegan, Cruelty-free","Allergies, Too many options, Unsure of quality",3,3,Yes,Yes,4,23.36,Pay-per-box,1,1
2,Male,North America,Bachelor,Unemployed / Other,15957,5,33.49,"Skincare, Haircare, Men’s Grooming",4,Yes,"Fragrance-free, Dermatologist-tested, Premium/luxury, Sustainable packaging","Delivery issues, Too many options",4,4,Yes,Yes,4,26.13,Monthly,4,5
5,Female,Asia-Pacific,Master,Full-time,57319,4,56.72,Fragrance,5,No,Dermatologist-tested,High prices,1,3,No,No,3,30.47,Monthly,4,3
4,Female,Europe,Bachelor,Full-time,18011,2,17.59,"Tools/Accessories, Men’s Grooming",3,No,"Sustainable packaging, Cruelty-free, Fragrance-free, Dermatologist-tested","Allergies, Hard to match shades",4,2,Yes,Yes,2,13.19,Monthly,2,2
4,Male,LATAM,High school,Student,19543,4,46.76,Skincare,4,No,"Premium/luxury, Sustainable packaging, Dermatologist-tested","Allergies, Too many options",4,2,Yes,Yes,3,36.0,Pay-per-box,4,4
3,Female,LATAM,Bachelor,Unemployed / Other,17606,4,58.28,Men’s Grooming,4,Yes,"Premium/luxury, Vegan","Unsure of quality, Allergies, Hard to match shades",4,3,Yes,Yes,4,39.38,Pay-per-box,3,2
3,Female,Europe,Bachelor,Unemployed / Other,11999,5,42.09,"Tools/Accessories, Men’s Grooming",2,Yes,"Cruelty-free, Vegan, Fragrance-free","Unsure of quality, High prices",4,4,No,Yes,4,18.61,Quarterly,3,2
3,Female,Africa,Bachelor,Part-time,7301,5,76.14,"Haircare, Tools/Accessories, Fragrance",4,No,"Vegan, Sustainable packaging, Cruelty-free","High prices, Too many options",4,3,Yes,Yes,4,47.55,Monthly,3,4
2,Female,Africa,Bachelor,Student,17665,3,43.66,"Make-up, Tools/Accessories, Men’s Grooming",5,No,Premium/luxury,"Hard to match shades, Too many options, Allergies",4,1,No,Yes,3,24.28,Monthly,4,4
5,Female,LATAM,Master,Full-time,25932,3,68.19,Make-up,2,No,"Vegan, Premium/luxury",Too many options,4,2,Yes,Yes,3,30.82,Monthly,5,4
2,Male,LATAM,High school,Unemployed / Other,19310,5,58.93,"Haircare, Tools/Accessories, Men’s Grooming",1,Yes,"Sustainable packaging, Fragrance-free, Premium/luxury","Hard to match shades, Too many options",4,4,Yes,Yes,4,36.18,Monthly,4,4
6,Female,North America,Bachelor,Unemployed / Other,16389,2,39.33,"Make-up, Fragrance, Men’s Grooming",4,No,Dermatologist-tested,"Hard to match shades, Delivery issues",1,3,No,No,3,23.08,Monthly,3,4
3,Female,Asia-Pacific,High school,Full-time,22505,5,42.73,"Skincare, Men’s Grooming, Tools/Accessories",3,Yes,"Vegan, Premium/luxury","Allergies, High prices, Hard to match shades",4,3,Yes,Yes,3,26.2,Monthly,5,4
2,Non-binary / Other,North America,High school,Full-time,33059,5,60.89,"Make-up, Men’s Grooming",4,No,"Dermatologist-tested, Premium/luxury, Cruelty-free, Sustainable packaging","Unsure of quality, Too many options, Allergies",1,2,Yes,Yes,3,24.53,Pay-per-box,1,4
3,Female,North America,Master,Full-time,20025,5,63.62,Men’s Grooming,4,No,Vegan,"High prices, Allergies",1,2,Yes,Yes,4,39.28,Monthly,5,3
5,Female,Africa,Master,Full-time,18183,4,64.55,Men’s Grooming,3,No,"Sustainable packaging, Dermatologist-tested, Premium/luxury","Delivery issues, Unsure of quality, Too many options",3,3,Yes,Yes,4,29.41,Pay-per-box,5,4
4,Female,Europe,Bachelor,Self-employed,22965,5,66.77,"Men’s Grooming, Fragrance",5,Yes,Fragrance-free,Hard to match shades,4,3,Yes,Yes,3,27.55,Quarterly,3,4
5,Male,Asia-Pacific,Master,Full-time,32369,4,31.58,Haircare,4,Yes,"Premium/luxury, Vegan",Too many options,2,3,Yes,Yes,4,15.29,Monthly,2,3
4,Male,LATAM,Master,Full-time,53548,4,89.15,Men’s Grooming,5,No,"Vegan, Dermatologist-tested",Hard to match shades,4,2,Yes,No,4,52.91,Monthly,5,3
4,Female,LATAM,Master,Full-time,19307,5,70.75,Fragrance,4,No,"Cruelty-free, Fragrance-free, Dermatologist-tested, Premium/luxury","Hard to match shades, Delivery issues, Allergies",4,3,Yes,Yes,4,36.58,Pay-per-box,4,2
5,Male,Africa,High school,Unemployed / Other,25457,2,46.2,Haircare,5,No,"Vegan, Premium/luxury, Dermatologist-tested, Fragrance-free","Hard to match shades, High prices, Too many options",4,2,Yes,Yes,3,30.34,Quarterly,1,4
2,Female,North America,Doctorate+,Student,23477,5,69.48,"Tools/Accessories, Make-up",1,Yes,Sustainable packaging,"Hard to match shades, High prices, Delivery issues",4,3,Yes,No,4,24.1,Monthly,5,4
3,Male,North America,Bachelor,Full-time,13409,5,74.99,"Haircare, Make-up, Men’s Grooming",2,No,"Dermatologist-tested, Fragrance-free",Unsure of quality,4,4,Yes,Yes,3,43.99,Monthly,3,3
2,Male,Europe,Bachelor,Full-time,20027,5,138.49,"Make-up, Men’s Grooming, Fragrance",1,Yes,Vegan,Allergies,4,4,Yes,Yes,3,90.41,Quarterly,3,5
6,Male,North America,High school,Unemployed / Other,8467,2,31.55,"Tools/Accessories, Fragrance",3,No,"Fragrance-free, Cruelty-free","Hard to match shades, Delivery issues, High prices",3,3,No,Yes,2,19.0,Monthly,4,4
5,Female,North America,Bachelor,Self-employed,10004,4,42.12,"Men’s Grooming, Skincare, Make-up",5,Yes,"Fragrance-free, Sustainable packaging","Unsure of quality, Hard to match shades",2,3,Yes,Yes,5,25.2,Monthly,4,5
1,Non-binary / Other,Europe,High school,Full-time,18521,5,38.81,Make-up,3,No,"Sustainable packaging, Premium/luxury, Fragrance-free","High prices, Allergies, Delivery issues",4,2,Yes,No,3,26.83,Quarterly,3,4
4,Male,Asia-Pacific,High school,Full-time,21815,4,25.83,"Haircare, Fragrance, Skincare",5,Yes,Sustainable packaging,Hard to match shades,3,3,Yes,Yes,3,16.13,Quarterly,2,3
5,Female,Asia-Pacific,Bachelor,Full-time,26807,2,56.95,Fragrance,3,No,"Cruelty-free, Premium/luxury","Allergies, Unsure of quality, Too many options",3,1,Yes,Yes,3,24.27,Monthly,4,5
2,Male,Europe,Master,Full-time,19647,5,141.49,Haircare,3,Yes,"Fragrance-free, Cruelty-free, Vegan","Allergies, Delivery issues, Too many options",4,3,Yes,Yes,3,92.79,Pay-per-box,4,5
3,Female,Asia-Pacific,Master,Part-time,13518,4,47.46,"Skincare, Men’s Grooming, Tools/Accessories",5,No,"Dermatologist-tested, Fragrance-free, Vegan",Too many options,3,2,Yes,Yes,3,22.68,Quarterly,5,4
5,Male,North America,Bachelor,Unemployed / Other,23687,2,87.58,"Haircare, Fragrance",3,No,Cruelty-free,Allergies,3,3,Yes,Yes,3,29.52,Pay-per-box,4,3
1,Female,North America,Master,Full-time,8322,5,52.55,"Make-up, Skincare",4,No,"Sustainable packaging, Cruelty-free, Vegan, Dermatologist-tested","Delivery issues, Allergies",4,2,Yes,Yes,3,29.98,Monthly,4,3
4,Male,Asia-Pacific,Master,Self-employed,52987,3,91.6,"Tools/Accessories, Skincare, Fragrance",2,Yes,"Fragrance-free, Vegan, Dermatologist-tested",Unsure of quality,4,3,Yes,Yes,3,47.82,Monthly,1,5
3,Female,Asia-Pacific,Master,Full-time,11181,4,63.62,"Haircare, Tools/Accessories",5,No,Premium/luxury,"Too many options, Hard to match shades, High prices",4,3,Yes,No,5,35.74,Monthly,5,2
5,Female,Asia-Pacific,High school,Student,21969,5,60.56,"Fragrance, Men’s Grooming",4,Yes,"Premium/luxury, Sustainable packaging, Vegan, Fragrance-free",Hard to match shades,4,4,Yes,Yes,3,37.37,Monthly,3,4
6,Female,North America,Bachelor,Student,10464,2,31.87,Skincare,4,No,"Vegan, Sustainable packaging","Unsure of quality, Delivery issues",4,2,Yes,Yes,3,24.53,Pay-per-box,4,4
5,Female,LATAM,Master,Full-time,32225,1,42.39,"Haircare, Make-up",1,No,"Dermatologist-tested, Premium/luxury","Delivery issues, Hard to match shades",4,2,Yes,No,3,20.15,Pay-per-box,5,3
3,Female,Asia-Pacific,Bachelor,Full-time,18662,5,87.09,"Fragrance, Men’s Grooming, Skincare",3,Yes,"Sustainable packaging, Fragrance-free, Cruelty-free, Vegan",Unsure of quality,2,4,No,Yes,4,35.88,Quarterly,5,5
5,Female,Asia-Pacific,Bachelor,Student,18694,2,30.03,"Fragrance, Tools/Accessories, Make-up",5,No,Vegan,"Delivery issues, Unsure of quality",3,2,Yes,Yes,4,16.9,Monthly,4,5
5,Female,Asia-Pacific,Bachelor,Full-time,37119,3,48.59,"Tools/Accessories, Fragrance, Men’s Grooming",5,Yes,"Vegan, Cruelty-free, Dermatologist-tested",Delivery issues,4,3,Yes,Yes,4,24.86,Quarterly,4,4
3,Female,LATAM,Bachelor,Full-time,22352,5,65.34,"Haircare, Fragrance",1,No,"Vegan, Sustainable packaging","Allergies, Delivery issues",4,4,No,Yes,3,45.08,Monthly,5,4
5,Female,Asia-Pacific,Bachelor,Part-time,31370,3,76.31,"Tools/Accessories, Fragrance, Haircare",3,No,"Fragrance-free, Dermatologist-tested","Delivery issues, Allergies",1,2,Yes,Yes,4,37.94,Monthly,5,5
1,Male,Asia-Pacific,High school,Unemployed / Other,9439,5,62.04,"Haircare, Make-up",3,No,"Fragrance-free, Vegan, Cruelty-free","Too many options, Delivery issues, Allergies",3,4,No,No,3,23.96,Monthly,4,4
3,Female,Africa,Bachelor,Full-time,10911,3,42.88,"Men’s Grooming, Make-up",2,No,"Fragrance-free, Cruelty-free, Premium/luxury, Sustainable packaging","High prices, Allergies",3,1,Yes,Yes,3,30.59,Monthly,4,4
2,Male,Asia-Pacific,Master,Self-employed,20915,5,67.18,Fragrance,4,Yes,"Vegan, Sustainable packaging, Cruelty-free","Too many options, Unsure of quality",4,4,Yes,Yes,3,24.02,Monthly,2,4
2,Male,Europe,Master,Full-time,16902,4,93.61,Make-up,2,No,Vegan,"Delivery issues, Hard to match shades",4,1,Yes,Yes,3,36.5,Monthly,4,2
2,Female,Asia-Pacific,High school,Student,27115,5,72.88,"Tools/Accessories, Haircare",3,No,"Cruelty-free, Dermatologist-tested, Sustainable packaging, Premium/luxury",Hard to match shades,4,4,Yes,No,3,43.8,Monthly,3,5
4,Female,Europe,Doctorate+,Part-time,25396,2,43.63,Men’s Grooming,4,No,Premium/luxury,Too many options,3,1,No,Yes,3,19.63,Quarterly,3,4
3,Male,North America,Bachelor,Self-employed,24404,5,61.51,Tools/Accessories,3,Yes,"Fragrance-free, Premium/luxury, Dermatologist-tested, Cruelty-free","Delivery issues, Unsure of quality",4,4,No,No,3,29.94,Monthly,4,3
4,Female,Asia-Pacific,Bachelor,Full-time,11738,5,39.18,"Tools/Accessories, Skincare, Fragrance",4,Yes,Vegan,"Hard to match shades, Too many options, Allergies",2,3,Yes,Yes,4,35.25,Quarterly,2,5
2,Female,Africa,Master,Student,50963,4,78.89,Fragrance,5,No,"Premium/luxury, Vegan","Too many options, Delivery issues, Unsure of quality",4,2,Yes,Yes,3,51.48,Monthly,1,4
3,Female,Africa,Master,Student,20289,5,36.26,Fragrance,2,No,"Premium/luxury, Sustainable packaging, Fragrance-free","Unsure of quality, Allergies",4,4,No,Yes,3,17.16,Monthly,3,3
3,Male,Europe,Master,Full-time,31219,3,40.51,"Fragrance, Tools/Accessories",4,No,Fragrance-free,High prices,4,2,No,Yes,2,27.88,Quarterly,3,5
4,Female,MENA,Bachelor,Full-time,17400,3,45.35,Skincare,2,No,"Cruelty-free, Sustainable packaging","Hard to match shades, Delivery issues",3,2,Yes,Yes,3,24.55,Monthly,3,2
3,Female,North America,Master,Full-time,25693,5,50.19,"Fragrance, Haircare, Skincare",3,Yes,"Sustainable packaging, Dermatologist-tested, Cruelty-free, Vegan","Unsure of quality, Hard to match shades, Too many options",4,4,No,Yes,3,22.4,Monthly,5,4
4,Prefer not to say,Africa,High school,Full-time,13778,3,604.8663934884288,Make-up,1,Yes,"Dermatologist-tested, Vegan, Fragrance-free","Unsure of quality, Allergies, Delivery issues",4,3,No,Yes,2,300.0,Pay-per-box,4,4
5,Male,Africa,Master,Self-employed,30374,0,20.97,Haircare,2,No,"Cruelty-free, Premium/luxury, Fragrance-free, Sustainable packaging","Too many options, Unsure of quality",3,0,Yes,No,2,10.02,Monthly,3,3
4,Female,Asia-Pacific,Master,Full-time,22122,3,25.76,Fragrance,3,No,"Cruelty-free, Sustainable packaging, Vegan, Dermatologist-tested","Unsure of quality, High prices",4,2,Yes,Yes,3,14.3,Pay-per-box,2,5
2,Female,LATAM,Bachelor,Full-time,20115,5,118.46,"Men’s Grooming, Haircare",3,No,"Vegan, Premium/luxury, Dermatologist-tested","Hard to match shades, Too many options, Unsure of quality",4,3,No,Yes,3,56.69,Monthly,4,4
1,Male,Asia-Pacific,High school,Student,21857,5,47.91,"Men’s Grooming, Skincare, Tools/Accessories",5,Yes,"Premium/luxury, Fragrance-free, Cruelty-free","Unsure of quality, Allergies, High prices",4,4,Yes,No,5,28.08,Monthly,4,5
5,Female,Asia-Pacific,Master,Full-time,13082,2,30.75,"Fragrance, Make-up, Skincare",4,No,"Cruelty-free, Fragrance-free",Allergies,3,2,Yes,Yes,3,13.69,Quarterly,4,4
1,Female,North America,High school,Part-time,10949,5,140.69,"Men’s Grooming, Fragrance",5,No,Dermatologist-tested,Delivery issues,4,4,Yes,Yes,4,79.01,Monthly,3,5
5,Female,MENA,High school,Full-time,30453,2,18.81,"Make-up, Tools/Accessories",4,No,"Fragrance-free, Sustainable packaging, Dermatologist-tested","Delivery issues, Allergies, Too many options",2,1,No,Yes,3,10.39,Monthly,1,3
3,Male,Asia-Pacific,Master,Unemployed / Other,62888,5,78.44,"Tools/Accessories, Men’s Grooming, Fragrance",2,No,Sustainable packaging,"High prices, Delivery issues, Hard to match shades",4,2,Yes,No,3,35.25,Monthly,3,4
5,Female,Asia-Pacific,Bachelor,Self-employed,22612,3,50.84,"Tools/Accessories, Fragrance",3,Yes,"Dermatologist-tested, Premium/luxury, Sustainable packaging","Allergies, Delivery issues, High prices",2,3,Yes,Yes,3,33.72,Monthly,4,5
4,Male,Europe,Master,Self-employed,35521,3,31.18,"Skincare, Make-up",3,No,Vegan,"Unsure of quality, Allergies, Too many options",4,2,Yes,Yes,3,18.81,Quarterly,5,2
6,Male,Africa,Bachelor,Full-time,16703,3,52.47,Make-up,3,No,Cruelty-free,"Unsure of quality, High prices",2,3,Yes,Yes,2,25.81,Quarterly,5,2
3,Female,North America,High school,Student,58169,3,120.36,"Skincare, Make-up, Tools/Accessories",4,No,"Cruelty-free, Dermatologist-tested, Vegan","Delivery issues, Allergies",4,2,No,Yes,2,37.88,Pay-per-box,3,5
4,Female,MENA,Master,Full-time,11033,5,75.56,"Tools/Accessories, Make-up",4,Yes,"Vegan, Cruelty-free",Delivery issues,4,3,No,Yes,3,37.7,Monthly,5,5
3,Female,Asia-Pacific,Bachelor,Full-time,23093,5,71.63,Haircare,3,No,Vegan,"Delivery issues, Allergies",2,3,Yes,No,3,28.97,Quarterly,5,5
3,Female,Asia-Pacific,High school,Full-time,9771,3,26.67,"Fragrance, Haircare",2,No,"Dermatologist-tested, Vegan, Fragrance-free",Hard to match shades,4,2,Yes,Yes,4,23.09,Monthly,4,4
4,Female,Asia-Pacific,Master,Part-time,7547,3,32.08,Tools/Accessories,1,Yes,"Dermatologist-tested, Sustainable packaging, Premium/luxury",Allergies,1,3,Yes,No,3,16.08,Quarterly,4,4
5,Male,Europe,Bachelor,Full-time,28114,1,14.34,Haircare,2,No,"Vegan, Dermatologist-tested","Hard to match shades, Delivery issues, High prices",4,1,Yes,Yes,2,10.75,Pay-per-box,5,3
6,Female,North America,Bachelor,Part-time,18894,0,36.54,"Haircare, Men’s Grooming, Make-up",2,No,"Premium/luxury, Sustainable packaging","High prices, Allergies, Delivery issues",3,2,No,No,2,21.5,Monthly,3,4
4,Male,Asia-Pacific,Bachelor,Full-time,114615,5,65.21,"Haircare, Fragrance, Make-up",4,Yes,"Vegan, Dermatologist-tested, Sustainable packaging","Unsure of quality, Too many options",4,3,No,Yes,3,32.41,Pay-per-box,1,4
